,index,address,area,bathrooms,bedrooms,city_state,dates,days_on_Trulia,events,listing_information,listing_information_date_updated,lot_size,lot_size_units,neighborhood,overview,price,price_history,price_per_square_foot,prices,public_records,public_records_date_updated,url,views,year_built,zipcode,median_income,mean_income,population,ID,distance_steps,distance_trip,duration_steps,duration_trip,mode_steps,vehicle_steps,line_steps,latitude,longitude
11,11,5928 N Merrimac Ave,1309.0,2.0,3.0,"Chicago, IL 60646",['08/16/2018'],0.0,['Listed for sale'],"['3 Bedrooms', '2 Bathrooms', 'Single-Family Home', '1,309 Square Feet', 'Lot Size: 3720 sqft']",08/17/2018,3720.0,sqft,&lpar;Norwood Park East&rpar;,"['Single-Family Home', '3 Beds', '2 Baths', 'Built in 1951', '50 days on Trulia', '3720 sqft lot size', '1,309 sqft', '$286/sqft', '158 views']",375000.0,"[['2018-08-16 00:00:00', 375000, 'Listed for sale']]",286.0,"['$375,000']","['3 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,309 Square Feet', 'Lot Size: 3,720 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/5928-n-merrimac-ave-chicago-il-60646--2104535093,158.0,1951.0,60646.0,78555,98143.0,27177,11,"['0.4 km', '2.8 km', '31 m', '15.3 km', '0.1 km']",['18.6 km'],"['4 mins', '7 mins', '1 min', '28 mins', '1 min']",['46 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'SUBWAY']","['Milwaukee Avenue', 'Blue Line']",[41.9892903],[-87.7840368]
12,12,5930 N Sauganash Ln,2200.0,4.0,3.0,"Chicago, IL 60646","['09/14/2018', '08/25/2018', '08/09/2018', '08/24/2012', '08/16/2012', '05/12/2012', '04/27/2012', '04/10/2012']",7.0,"['Price change', 'Price change', 'Listed for sale', 'Sold', 'Posting removed', 'Price change', 'Price change', 'Listed for sale']","['3 Bedrooms', '4 Bathrooms', 'Townhouse', '2,200 Square Feet']",10/04/2018,,,&lpar;Sauganash&rpar;,"['Townhouse', '3 Beds', '4 Baths', 'Built in 1989', '57 days on Trulia', '2,200 sqft', '$189/sqft', '256 views', '$425/monthly HOA']",414900.0,"[['2012-04-10 00:00:00', 390000, 'Listed for sale'], ['2012-04-27 00:00:00', 379000, 'Price change'], ['2012-05-12 00:00:00', 374500, 'Price change'], ['2012-08-16 00:00:00', 374500, 'Posting removed'], ['2012-08-24 00:00:00', 360000, 'Sold'], ['2018-08-09 00:00:00', 444000, 'Listed for sale'], ['2018-08-25 00:00:00', 430000, 'Price change'], ['2018-09-14 00:00:00', 414900, 'Price change']]",189.0,"['$414,900', '$430,000', '$444,000', '$360,000', '$374,500', '$374,500', '$379,000', '$390,000']","['3 Bedrooms', '2 Bathrooms', 'Townhouse', '1,994 Square Feet', 'Lot Size: 2,110 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/5930-n-sauganash-ln-chicago-il-60646--2104535121,256.0,1989.0,60646.0,78555,98143.0,27177,12,"['0.7 km', '4.1 km', '0.2 km', '12.0 km', '0.1 km']",['17.0 km'],"['9 mins', '14 mins', '2 mins', '23 mins', '1 min']",['52 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'SUBWAY']","['Pulaski', 'Blue Line']",[41.9893243],[-87.73545630000001]
13,13,5904 N Mason Ave,2439.0,3.0,5.0,"Chicago, IL 60646","['09/06/2018', '08/09/2018', '07/13/2018', '06/29/2018']",8.0,"['Price change', 'Price change', 'Price change', 'Listed for sale']","['5 Bedrooms', '3 Bathrooms', 'Single-Family Home', '2,439 Square Feet', 'Lot Size: 3323 sqft']",10/03/2018,3323.0,sqft,&lpar;Jefferson Park&rpar;,"['Single-Family Home', '5 Beds', '3 Baths', 'Built in 1927', '98 days on Trulia', '3323 sqft lot size', '2,439 sqft', '$139/sqft', '520 views']",339000.0,"[['2018-06-29 00:00:00', 379000, 'Listed for sale'], ['2018-07-13 00:00:00', 369000, 'Price change'], ['2018-08-09 00:00:00', 359000, 'Price change'], ['2018-09-06 00:00:00', 349000, 'Price change']]",139.0,"['$349,000', '$359,000', '$369,000', '$379,000']","['4 Bedrooms', '2 Bathrooms', 'Single-Family Home', '2,439 Square Feet', 'Lot Size: 3,325 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/5904-n-mason-ave-chicago-il-60646--2104534823,520.0,1927.0,60646.0,78555,98143.0,27177,13,"['0.4 km', '2.1 km', '31 m', '15.3 km', '0.1 km']",['17.9 km'],"['5 mins', '5 mins', '1 min', '28 mins', '1 min']",['44 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'SUBWAY']","['Milwaukee Avenue', 'Blue Line']",[41.9886038],[-87.7767004]
14,14,6210 N Keeler Ave,1751.0,2.0,3.0,"Chicago, IL 60646","['09/14/2018', '05/24/1995']",1.0,"['Listed for sale', 'Sold']","['3 Bedrooms', '2 Bathrooms', 'Single-Family Home', '1,751 Square Feet', 'Lot Size: 4090 sqft']",10/05/2018,4090.0,sqft,&lpar;Sauganash&rpar;,"['Single-Family Home', '3 Beds', '2 Baths', 'Built in 1942', '21 days on Trulia', '4090 sqft lot size', '1,751 sqft', '$271/sqft', '78 views']",475000.0,"[['1995-05-24 00:00:00', 202000, 'Sold'], ['2018-09-14 00:00:00', 475000, 'Listed for sale']]",271.0,"['$475,000', '$202,000']","['2 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,751 Square Feet', 'Lot Size: 4,092 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/6210-n-keeler-ave-chicago-il-60646--2104537202,78.0,1942.0,60646.0,78555,98143.0,27177,14,"['0.9 km', '4.1 km', '0.2 km', '12.0 km', '0.1 km']",['17.2 km'],"['11 mins', '14 mins', '2 mins', '23 mins', '1 min']",['54 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'SUBWAY']","['Pulaski', 'Blue Line']",[41.9941187],[-87.7337883]
15,15,6128 N Keating Ave,3122.0,4.0,4.0,"Chicago, IL 60646","['09/15/2018', '08/30/2018', '08/11/2015', '07/29/2015', '06/25/2015', '04/24/2015', '10/29/2014', '10/08/2014', '08/04/2014', '07/27/2014', '05/13/2014', '02/10/2014', '09/15/2012', '01/26/2012', '10/13/2011', '09/17/2011']",6.0,"['Price change', 'Listed for sale', 'Sold', 'Posting removed', 'Listed for sale', 'Posting removed', 'Pending', 'Price change', 'Pending to active status', 'Pending', 'Price change', 'Listed for sale', 'Posting removed', 'Price change', 'Price change', 'Listed for sale']","['4 Bedrooms', '4 Bathrooms', 'Single-Family Home', '3,122 Square Feet', 'Lot Size: 10659 sqft']",10/03/2018,10659.0,sqft,&lpar;Sauganash&rpar;,"['Single-Family Home', '4 Beds', '4 Baths', 'Built in 1947', '36 days on Trulia', '10659 sqft lot size', '3,122 sqft', '$256/sqft', '261 views']",799999.0,"[['2011-09-17 00:00:00', 799000, 'Listed for sale'], ['2011-10-13 00:00:00', 759000, 'Price change'], ['2012-01-26 00:00:00', 693000, 'Price change'], ['2012-09-15 00:00:00', 693000, 'Posting removed'], ['2014-02-10 00:00:00', 825000, 'Listed for sale'], ['2014-05-13 00:00:00', 750000, 'Price change'], ['2014-07-27 00:00:00', 750000, 'Pending'], ['2014-08-04 00:00:00', 750000, 'Pending to active status'], ['2014-10-08 00:00:00', 699000, 'Price change'], ['2014-10-29 00:00:00', 699000, 'Pending'], ['2015-04-24 00:00:00', 699000, 'Posting removed'], ['2015-06-25 00:00:00', 699000, 'Listed for sale'], ['2015-07-29 00:00:00', 699000, 'Posting removed'], ['2015-08-11 00:00:00', 684000, 'Sold'], ['2018-08-30 00:00:00', 850000, 'Listed for sale'], ['2018-09-15 00:00:00', 800000, 'Price change']]",256.0,"['$800,000', '$850,000', '$684,000', '$699,000', '$699,000', '$699,000', '$699,000', '$699,000', '$750,000', '$750,000', '$750,000', '$825,000', '$693,000', '$693,000', '$759,000', '$799,000']","['5 Bedrooms', '3 Bathrooms', 'Single-Family Home', '3,122 Square Feet', 'Lot Size: 10,660 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/6128-n-keating-ave-chicago-il-60646--1177677,261.0,1947.0,60646.0,78555,98143.0,27177,15,"['0.2 km', '5.7 km', '0.1 km', '12.0 km', '0.1 km']",['18.1 km'],"['3 mins', '16 mins', '2 mins', '23 mins', '1 min']",['49 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'SUBWAY']","['North Cicero/Skokie Blvd.', 'Blue Line']",[41.99232749999999],[-87.7471727]
16,16,6612 N Chicora Ave,2421.0,2.0,5.0,"Chicago, IL 60646",,3.0,,"['5 Bedrooms', '2 Bathrooms', 'Single-Family Home', '2,421 Square Feet', 'Lot Size: 6250 sqft']",10/02/2018,6250.0,sqft,&lpar;Wildwood&rpar;,"['Single-Family Home', '5 Beds', '2 Baths', 'Built in 1933', '3 days on Trulia', '6250 sqft lot size', '2,421 sqft', '$192/sqft', '78 views']",465000.0,,192.0,,"['3 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,419 Square Feet', 'Lot Size: 6,250 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/6612-n-chicora-ave-chicago-il-60646--2104539612,78.0,1933.0,60646.0,78555,98143.0,27177,16,"['0.7 km', '4.6 km', '0.3 km', '13.5 km', '0.1 km']",['19.2 km'],"['9 mins', '7 mins', '4 mins', '26 mins', '1 min']",['50 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['HEAVY_RAIL', 'SUBWAY']","['Milwaukee North', 'Blue Line']",[42.0015732],[-87.7701759]
17,17,6301 N Caldwell Ave,3800.0,4.0,5.0,"Chicago, IL 60646","['08/07/2018', '07/05/2018', '12/06/2017', '11/21/2017', '10/24/2017', '10/02/2017', '07/07/2017', '11/02/2016', '09/29/2016', '09/08/2016', '08/25/2016', '07/06/2016', '09/01/2014', '06/24/2014', '04/02/2014', '02/28/2014', '01/27/2012', '10/10/2011', '10/06/2011', '10/03/2011', '09/13/2011', '06/12/2000', '03/09/2000']",2.0,"['Price change', 'Listed for sale', 'Sold', 'Posting removed', 'Pending', 'Listed for sale', 'Posting removed', 'Pending', 'Price change', 'Price change', 'Price change', 'Listed for sale', 'Posting removed', 'Price change', 'Price change', 'Listed for sale', 'Posting removed', 'Price change', 'Price change', 'Price change', 'Listed for sale', 'Sold', 'Sold']","['5 Bedrooms', '4 Bathrooms', 'Single-Family Home', '3,800 Square Feet', 'Lot Size: 5998 sqft']",10/01/2018,5998.0,sqft,&lpar;Edgebrook&rpar;,"['Single-Family Home', '5 Beds', '4 Baths', 'Built in 1955', '92 days on Trulia', '5998 sqft lot size', '3,800 sqft', '$128/sqft', '439 views']",485000.0,"[['2000-03-09 00:00:00', 200000, 'Sold'], ['2000-06-12 00:00:00', 215000, 'Sold'], ['2011-09-13 00:00:00', 829000, 'Listed for sale'], ['2011-10-03 00:00:00', 799000, 'Price change'], ['2011-10-06 00:00:00', 829000, 'Price change'], ['2011-10-10 00:00:00', 799000, 'Price change'], ['2012-01-27 00:00:00', 799000, 'Posting removed'], ['2014-02-28 00:00:00', 795000, 'Listed for sale'], ['2014-04-02 00:00:00', 769000, 'Price change'], ['2014-06-24 00:00:00', 765000, 'Price change'], ['2014-09-01 00:00:00', 765000, 'Posting removed'], ['2016-07-06 00:00:00', 749900, 'Listed for sale'], ['2016-08-25 00:00:00', 699000, 'Price change'], ['2016-09-08 00:00:00', 625000, 'Price change'], ['2016-09-29 00:00:00', 559000, 'Price change'], ['2016-11-02 00:00:00', 559000, 'Pending'], ['2017-07-07 00:00:00', 559000, 'Posting removed'], ['2017-10-02 00:00:00', 435000, 'Listed for sale'], ['2017-10-24 00:00:00', 435000, 'Pending'], ['2017-11-21 00:00:00', 435000, 'Posting removed'], ['2017-12-06 00:00:00', 376950, 'Sold'], ['2018-07-05 00:00:00', 519000, 'Listed for sale'], ['2018-08-07 00:00:00', 499000, 'Price change']]",128.0,"['$499,000', '$519,000', '$376,950', '$435,000', '$435,000', '$435,000', '$559,000', '$559,000', '$559,000', '$625,000', '$699,000', '$749,900', '$765,000', '$765,000', '$769,000', '$795,000', '$799,000', '$799,000', '$829,000', '$799,000', '$829,000', '$215,000', '$200,000']","['6 Bedrooms', '3 Bathrooms', 'Single-Family Home', '3,107 Square Feet', 'Lot Size: 6,000 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/6301-n-caldwell-ave-chicago-il-60646--1077150,439.0,1955.0,60646.0,78555,98143.0,27177,17,"['0.3 km', '4.6 km', '0.3 km', '13.5 km', '0.1 km']",['18.8 km'],"['4 mins', '7 mins', '4 mins', '26 mins', '1 min']",['46 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['HEAVY_RAIL', 'SUBWAY']","['Milwaukee North', 'Blue Line']",[41.9959624],[-87.7636113]
18,18,4259 W Thorndale Ave,2795.0,4.0,4.0,"Chicago, IL 60646","['08/14/2018', '08/01/2018', '07/12/2018', '10/16/2013', '09/05/2013', '07/12/2013', '05/02/2007', '08/03/1995']",5.0,"['Pending to active status', 'Pending', 'Listed for sale', 'Sold', 'Posting removed', 'Listed for sale', 'Sold', 'Sold']","['4 Bedrooms', '4 Bathrooms', 'Townhouse', '2,795 Square Feet']",08/14/2018,,,&lpar;Sauganash&rpar;,"['Townhouse', '4 Beds', '4 Baths', 'Built in 1989', '85 days on Trulia', '2,795 sqft', '$156/sqft', '335 views', '$425/monthly HOA']",435000.0,"[['1995-08-03 00:00:00', 250000, 'Sold'], ['2007-05-02 00:00:00', 477000, 'Sold'], ['2013-07-12 00:00:00', 444000, 'Listed for sale'], ['2013-09-05 00:00:00', 444000, 'Posting removed'], ['2013-10-16 00:00:00', 420000, 'Sold'], ['2018-07-12 00:00:00', 435000, 'Listed for sale'], ['2018-08-01 00:00:00', 435000, 'Pending'], ['2018-08-14 00:00:00', 435000, 'Pending to active status']]",156.0,"['$435,000', '$435,000', '$435,000', '$420,000', '$444,000', '$444,000', '$477,000', '$250,000']","['3 Bedrooms', '2 Bathrooms', 'Townhouse', '1,994 Square Feet', 'Lot Size: 2,110 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/4259-w-thorndale-ave-chicago-il-60646--2104531452,335.0,1989.0,60646.0,78555,98143.0,27177,18,"['0.8 km', '4.1 km', '0.2 km', '12.0 km', '0.1 km']",['17.1 km'],"['10 mins', '14 mins', '2 mins', '23 mins', '1 min']",['53 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'SUBWAY']","['Pulaski', 'Blue Line']",[41.9888062],[-87.736173]
19,19,6303 N Melvina Ave,3766.0,3.0,5.0,"Chicago, IL 60646","['08/29/2018', '08/21/2018', '07/23/2018', '06/27/2018', '12/08/2004']",0.0,"['Price change', 'Price change', 'Price change', 'Listed for sale', 'Sold']","['5 Bedrooms', '3 Bathrooms', 'Single-Family Home', '3,766 Square Feet', 'Lot Size: 5850 sqft']",10/02/2018,5850.0,sqft,&lpar;Norwood Park East&rpar;,"['Single-Family Home', '5 Beds', '3 Baths', 'Built in 1934', '100 days on Trulia', '5850 sqft lot size', '3,766 sqft', '$133/sqft', '640 views']",499900.0,"[['2004-12-08 00:00:00', 200000, 'Sold'], ['2018-06-27 00:00:00', 569000, 'Listed for sale'], ['2018-07-23 00:00:00', 549000, 'Price change'], ['2018-08-21 00:00:00', 539000, 'Price change'], ['2018-08-29 00:00:00', 524900, 'Price change']]",133.0,"['$524,900', '$539,000', '$549,000', '$569,000', '$200,000']","['4 Bedrooms', '2 Bathrooms', 'Single-Family Home', '2,042 Square Feet', 'Lot Size: 5,850 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/6303-n-melvina-ave-chicago-il-60646--2104538114,640.0,1934.0,60646.0,78555,98143.0,27177,19,"['0.2 km', '3.4 km', '31 m', '15.3 km', '0.1 km']",['19.0 km'],"['3 mins', '8 mins', '1 min', '28 mins', '1 min']",['46 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'SUBWAY']","['Milwaukee Avenue', 'Blue Line']",[41.9952164],[-87.7828224]
20,20,6305 N Tripp Ave,2500.0,3.0,3.0,"Chicago, IL 60646","['09/10/2018', '07/21/2018', '05/02/2012', '10/28/2011', '07/03/2010', '06/02/2010', '11/01/2004', '12/17/1999', '07/06/1994']",6.0,"['Price change', 'Listed for sale', 'Posting removed', 'Listed for sale', 'Posting removed', 'Listed for sale', 'Sold', 'Sold', 'Sold']","['3 Bedrooms', '3 Bathrooms', 'Single-Family Home', '2,500 Square Feet', 'Lot Size: 4090 sqft']",09/10/2018,4090.0,sqft,&lpar;Sauganash&rpar;,"['Single-Family Home', '3 Beds', '3 Baths', 'Built in 1949', '76 days on Trulia', '4090 sqft lot size', '2,500 sqft', '$176/sqft', '157 views']",439999.0,"[['1994-07-06 00:00:00', 225000, 'Sold'], ['1999-12-17 00:00:00', 283500, 'Sold'], ['2004-11-01 00:00:00', 397000, 'Sold'], ['2010-06-02 00:00:00', 489900, 'Listed for sale'], ['2010-07-03 00:00:00', 489900, 'Posting removed'], ['2011-10-28 00:00:00', 429900, 'Listed for sale'], ['2012-05-02 00:00:00', 429900, 'Posting removed'], ['2018-07-21 00:00:00', 449900, 'Listed for sale'], ['2018-09-10 00:00:00', 439999, 'Price change']]",176.0,"['$439,999', '$449,900', '$429,900', '$429,900', '$489,900', '$489,900', '$397,000', '$283,500', '$225,000']","['4 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,508 Square Feet', 'Lot Size: 4,092 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/6305-n-tripp-ave-chicago-il-60646--1001482547,157.0,1949.0,60646.0,78555,98143.0,27177,20,"['1.1 km', '4.1 km', '0.2 km', '12.0 km', '0.1 km']",['17.5 km'],"['14 mins', '14 mins', '2 mins', '23 mins', '1 min']",['57 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'SUBWAY']","['Pulaski', 'Blue Line']",[41.9955618],[-87.7349689]
21,21,5930 N Manton Ave,1624.0,3.0,4.0,"Chicago, IL 60646","['08/08/2018', '07/26/2018', '07/17/2018', '05/18/2016', '05/03/2016', '03/15/2016', '03/07/2016', '08/27/2007', '08/20/2002', '11/16/1999', '11/04/1999']",0.0,"['Price change', 'Price change', 'Listed for sale', 'Sold', 'Posting removed', 'Pending', 'Listed for sale', 'Sold', 'Sold', 'Sold', 'Sold']","['4 Bedrooms', '3 Bathrooms', 'Single-Family Home', '1,624 Square Feet', 'Lot Size: 3484 sqft']",09/27/2018,3484.0,sqft,&lpar;Jefferson Park&rpar;,"['Single-Family Home', '4 Beds', '3 Baths', 'Built in 1925', '80 days on Trulia', '3484 sqft lot size', '1,624 sqft', '$240/sqft', '230 views']",389900.0,"[['1999-11-04 00:00:00', 223000, 'Sold'], ['1999-11-16 00:00:00', 188000, 'Sold'], ['2002-08-20 00:00:00', 285000, 'Sold'], ['2007-08-27 00:00:00', 410000, 'Sold'], ['2016-03-07 00:00:00', 389900, 'Listed for sale'], ['2016-03-15 00:00:00', 389900, 'Pending'], ['2016-05-03 00:00:00', 389900, 'Posting removed'], ['2016-05-18 00:00:00', 385000, 'Sold'], ['2018-07-17 00:00:00', 425000, 'Listed for sale'], ['2018-07-26 00:00:00', 409900, 'Price change'], ['2018-08-08 00:00:00', 399500, 'Price change']]",240.0,"['$399,500', '$409,900', '$425,000', '$385,000', '$389,900', '$389,900', '$389,900', '$410,000', '$285,000', '$188,000', '$223,000']","['4 Bedrooms', '2 Bathrooms', 'Single-Family Home', '1,636 Square Feet', 'Lot Size: 3,750 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/5930-n-manton-ave-chicago-il-60646--2104535117,230.0,1925.0,60646.0,78555,98143.0,27177,21,"['0.8 km', '1.8 km', '31 m', '15.3 km', '0.1 km']",['18.0 km'],"['10 mins', '4 mins', '1 min', '28 mins', '1 min']",['48 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'SUBWAY']","['Milwaukee Avenue', 'Blue Line']",[41.9888322],[-87.7736552]
22,22,6209 N Lowell Ave,1621.0,3.0,4.0,"Chicago, IL 60646","['09/10/2018', '09/04/2018', '08/16/2018', '07/24/2018', '08/21/2008']",3.0,"['Pending to active status', 'Pending', 'Price change', 'Listed for sale', 'Sold']","['4 Bedrooms', '3 Bathrooms', 'Single-Family Home', '1,621 Square Feet', 'Lot Size: 6324 sqft']",09/28/2018,6324.0,sqft,&lpar;Sauganash&rpar;,"['Single-Family Home', '4 Beds', '3 Baths', 'Built in 1949', '73 days on Trulia', '6324 sqft lot size', '1,621 sqft', '$253/sqft', '369 views']",409900.0,"[['2008-08-21 00:00:00', 405000, 'Sold'], ['2018-07-24 00:00:00', 429900, 'Listed for sale'], ['2018-08-16 00:00:00', 419900, 'Price change'], ['2018-09-04 00:00:00', 419900, 'Pending'], ['2018-09-10 00:00:00', 419900, 'Pending to active status']]",253.0,"['$419,900', '$419,900', '$419,900', '$429,900', '$405,000']","['4 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,621 Square Feet', 'Lot Size: 6,324 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/6209-n-lowell-ave-chicago-il-60646--2104537193,369.0,1949.0,60646.0,78555,98143.0,27177,22,"['1.0 km', '4.1 km', '0.2 km', '12.0 km', '0.1 km']",['17.4 km'],"['13 mins', '14 mins', '2 mins', '23 mins', '1 min']",['56 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'SUBWAY']","['Pulaski', 'Blue Line']",[41.9939844],[-87.7373375]
23,23,6042 N Leader Ave,4200.0,5.0,5.0,"Chicago, IL 60646","['08/17/2018', '02/14/2015', '02/12/2015', '01/11/2015', '12/18/2014', '11/16/2014', '10/10/2014', '09/27/2014', '09/04/2014', '08/30/2014', '08/01/2014', '07/10/2014', '06/13/2014', '05/16/2014', '05/09/2014', '04/26/2014', '03/08/2013', '02/09/2013', '08/03/2012', '05/06/2012', '01/25/2012', '10/19/2011', '08/03/2011', '06/05/2011']",9.0,"['Listed for sale', 'Posting removed', 'Sold', 'Pending', 'Price change', 'Price change', 'Price change', 'Price change', 'Price change', 'Price change', 'Price change', 'Price change', 'Price change', 'Price change', 'Pending', 'Listed for sale', 'Sold', 'Posting removed', 'Price change', 'Listed for sale', 'Posting removed', 'Price change', 'Price change', 'Listed for sale']","['5 Bedrooms', '5 Bathrooms', 'Single-Family Home', '4,200 Square Feet', 'Lot Size: 8019 sqft']",08/20/2018,8019.0,sqft,&lpar;Edgebrook&rpar;,"['Single-Family Home', '5 Beds', '5 Baths', 'Built in 2014', '49 days on Trulia', '8019 sqft lot size', '4,200 sqft', '$262/sqft', '230 views']",1100000.0,"[['2011-06-05 00:00:00', 409000, 'Listed for sale'], ['2011-08-03 00:00:00', 389900, 'Price change'], ['2011-10-19 00:00:00', 299900, 'Price change'], ['2012-01-25 00:00:00', 299900, 'Posting removed'], ['2012-05-06 00:00:00', 284900, 'Listed for sale'], ['2012-08-03 00:00:00', 275000, 'Price change'], ['2013-02-09 00:00:00', 275000, 'Posting removed'], ['2013-03-08 00:00:00', 225000, 'Sold'], ['2014-04-26 00:00:00', 1090000, 'Listed for sale'], ['2014-05-09 00:00:00', 1090000, 'Pending'], ['2014-05-16 00:00:00', 999000, 'Price change'], ['2014-06-13 00:00:00', 959000, 'Price change'], ['2014-07-10 00:00:00', 949000, 'Price change'], ['2014-08-01 00:00:00', 929900, 'Price change'], ['2014-08-30 00:00:00', 924900, 'Price change'], ['2014-09-04 00:00:00', 899900, 'Price change'], ['2014-09-27 00:00:00', 895000, 'Price change'], ['2014-10-10 00:00:00', 889000, 'Price change'], ['2014-11-16 00:00:00', 859000, 'Price change'], ['2014-12-18 00:00:00', 855000, 'Price change'], ['2015-01-11 00:00:00', 855000, 'Pending'], ['2015-02-12 00:00:00', 835000, 'Sold'], ['2015-02-14 00:00:00', 855000, 'Posting removed'], ['2018-08-17 00:00:00', 1100000, 'Listed for sale']]",262.0,"['$1,100,000', '$855,000', '$835,000', '$855,000', '$855,000', '$859,000', '$889,000', '$895,000', '$899,900', '$924,900', '$929,900', '$949,000', '$959,000', '$999,000', '$1,090,000', '$1,090,000', '$225,000', '$275,000', '$275,000', '$284,900', '$299,900', '$299,900', '$389,900', '$409,000']","['3 Bathrooms', 'Single-Family Home', '3,400 Square Feet', 'Lot Size: 8,019 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/6042-n-leader-ave-chicago-il-60646--2104535924,230.0,2014.0,60646.0,78555,98143.0,27177,23,"['1.3 km', '4.6 km', '0.3 km', '13.5 km', '0.1 km']",['19.7 km'],"['17 mins', '7 mins', '4 mins', '26 mins', '1 min']",['59 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['HEAVY_RAIL', 'SUBWAY']","['Milwaukee North', 'Blue Line']",[41.99103789999999],[-87.75456290000001]
24,24,6217 N Nagle Ave,1070.0,1.0,3.0,"Chicago, IL 60646","['08/02/2018', '07/30/2018', '07/10/2018', '06/28/2018', '01/21/2005']",9.0,"['Price change', 'Pending to active status', 'Pending', 'Listed for sale', 'Sold']","['3 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,070 Square Feet', 'Lot Size: 3876 sqft']",10/05/2018,3876.0,sqft,&lpar;Norwood Park East&rpar;,"['Single-Family Home', '3 Beds', '1 Bath', 'Built in 1951', '99 days on Trulia', '3876 sqft lot size', '1,070 sqft', '$224/sqft', '219 views']",239900.0,"[['2005-01-21 00:00:00', 295000, 'Sold'], ['2018-06-28 00:00:00', 244500, 'Listed for sale'], ['2018-07-10 00:00:00', 244500, 'Pending'], ['2018-07-30 00:00:00', 244500, 'Pending to active status'], ['2018-08-02 00:00:00', 239900, 'Price change']]",224.0,"['$239,900', '$244,500', '$244,500', '$244,500', '$295,000']","['3 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,070 Square Feet', 'Lot Size: 3,875 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/6217-n-nagle-ave-chicago-il-60646--2104537307,219.0,1951.0,60646.0,78555,98143.0,27177,24,"['0.2 km', '3.5 km', '31 m', '15.3 km', '0.1 km']",['19.2 km'],"['3 mins', '8 mins', '1 min', '28 mins', '1 min']",['46 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'SUBWAY']","['Milwaukee Avenue', 'Blue Line']",[41.9941136],[-87.7874738]
